,Gujarati,Tags
719,"['તું', 'જોતો', 'નથી', 'કે', 'એ', 'છેલ્લા', 'કેટલાક', 'દિવસથી', 'આપણને', 'સારી', 'રીતે', 'ખાવાનું', 'પણ', 'આપતો', 'નથી']","['Verb', 'Verb', 'Verb', 'Determinant', 'Determinant', 'Adjective', 'Determinant', 'Noun', 'Pronoun', 'Adjective', 'Adverb', 'Verb', 'Pronoun', 'Verb', 'Verb']"
720,"['જો', 'તેને', 'આપણી', 'કદર', 'ના', 'હોય', 'તો', 'હું', 'પણ', 'આજે', 'તેની', 'મદદ', 'નહીં', 'કરું']","['Adjective', 'Pronoun', 'Pronoun', 'Noun', 'Adverb', 'Pronoun', 'Verb', 'Pronoun', 'Pronoun', 'Noun', 'Conjunction', 'Noun', 'Interjection', 'Verb']"
721,"['આજે', 'ભલે', 'ચોર', 'બધું', 'લુંટી', 'જતો', 'માલિકને', 'આપણી', 'કિંમત', 'પછી', 'જ', 'સમજાશે']","['Noun', 'Adjective', 'Noun', 'Adjective', 'Verb', 'Verb', 'Noun', 'Pronoun', 'Noun', 'Adjective', 'Pronoun', 'Verb']"
722,"['ગધેડાને', 'તો', 'આ', 'સંભાળીને', 'આઘાત', 'જ', 'લાગી', 'ગયો']","['Noun', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Pronoun', 'Verb', 'Verb']"
723,"['તેણે', 'કૂતરાને', 'ઠપકો', 'આપતા', 'કહ્યું', 'કે', '“અત્યારે', 'ફરિયાદ', 'કરવા', 'માટે', 'યોગ્ય', 'સમય', 'નથી', 'તું', 'જોરથી', 'ભસ', 'એટલે', 'માલિક', 'જાગી', 'જાય']","['Pronoun', 'Noun', 'Verb', 'Verb', 'Verb', 'Determinant', 'Missing', 'Noun', 'Verb', 'Preposition', 'Adjective', 'Noun', 'Verb', 'Verb', 'Adverb', 'Verb', 'Conjunction', 'Noun', 'Verb', 'Verb']"
724,"['કૂતરાએ', 'એમ', 'કરવાની', 'ઘસીને', 'ના', 'પાડી', 'દીધી']","['Noun', 'Noun', 'Verb', 'Verb', 'Adverb', 'Verb', 'Verb']"
725,"['ગધેડાએ', 'ગુસ્સે', 'થતાં', 'કહ્યું', '“અરે', 'મૂરખ', 'માલિકને', 'તારી', 'સૌથી', 'વધારે', 'જરૂર', 'છે', 'ત્યારે', 'જ', 'તું', 'એમને', 'દગો', 'આપે', 'છે']","['Noun', 'Noun', 'Verb', 'Verb', 'Missing', 'Noun', 'Noun', 'Noun', 'Adjective', 'Adverb', 'Adjective', 'Verb', 'Conjunction', 'Pronoun', 'Verb', 'Pronoun', 'Noun', 'Verb', 'Verb']"
726,"['પણ', 'હું', 'તારા', 'જેવો', 'નિમકહરામ', 'નથી']","['Pronoun', 'Pronoun', 'Noun', 'Adjective', 'Adjective', 'Verb']"
727,"['હું', 'મારા', 'માલિકનો', 'સાથ', 'આવા', 'મુસીબતનાં', 'સમયમાં', 'નહીં', 'જ', 'છોડું', 'હું', 'એમને', 'જગાડું', 'છું', 'તું', 'જો', '”', 'આટલું', 'કહીને', 'ગધેડો', 'તો', 'જોર', 'જોરથી', 'ભૂંકવા', 'લાગ્યો']","['Pronoun', 'Pronoun', 'Noun', 'Preposition', 'Determinant', 'Noun', 'Noun', 'Interjection', 'Pronoun', 'Verb', 'Pronoun', 'Pronoun', 'Verb', 'Verb', 'Verb', 'Adjective', 'Missing', 'Adjective', 'Verb', 'Noun', 'Verb', 'Adverb', 'Adverb', 'Verb', 'Adjective']"
728,"['અડધી', 'રાત્રે', 'ગધેડાને', 'ઊંચા', 'અવાજે', 'ભૂંકતો', 'સાંભળી', 'ધોબી', 'અને', 'તેનો', 'પરિવાર', 'જાગી', 'ગયા']","['Adjective', 'Noun', 'Noun', 'Noun', 'Adverb', 'Verb', 'Verb', 'Noun', 'Conjunction', 'Pronoun', 'Noun', 'Verb', 'Verb']"
729,"['ચોર', 'તો', 'આ', 'અવાજ', 'સાંભળી', 'પકડાઈ', 'જવાનાં', 'ડરથી', 'પહેલા', 'જ', 'ભાગી', 'ગયો', 'હતો']","['Noun', 'Verb', 'Pronoun', 'Noun', 'Verb', 'Verb', 'Verb', 'Adverb', 'Adverb', 'Pronoun', 'Adjective', 'Verb', 'Verb']"
730,"['ધોબીએ', 'ઘરની', 'બહાર', 'આવી', 'જોયું', 'તો', 'આસપાસમાં', 'કોઈ', 'જ', 'નહોતું', 'અને', 'ગધેડો', 'તો', 'હજી', 'કર્કશ', 'અવાજે', 'હોંચી', 'હોંચી', 'કરી', 'રહ્યો', 'હતો']","['Noun', 'Adjective', 'Adverb', 'Verb', 'Verb', 'Verb', 'Noun', 'Determinant', 'Pronoun', 'Adjective', 'Conjunction', 'Noun', 'Verb', 'Adverb', 'Adjective', 'Adverb', 'Verb', 'Verb', 'Verb', 'Verb', 'Verb']"
731,"['આ', 'જોઇને', 'ધોબીનો', 'ગુસ્સો', 'આસમાને', 'પહોંચી', 'ગયો']","['Pronoun', 'Conjunction', 'Noun', 'Noun', 'Noun', 'Verb', 'Verb']"
732,"['તેને', 'થયું', 'કે', '“આ', 'મૂર્ખ', 'પ્રાણીને', 'આજે', 'તો', 'પાઠ', 'ભણાવવો', 'જ', 'પડશે', 'એટલે', 'બીજી', 'વખત', 'મારી', 'ઊંઘ', 'બગડતા', 'પહેલા', 'વિચાર', 'કરે', '”', 'તેણે', 'એક', 'દંડો', 'લીધો', 'અને', 'માંડ્યો', 'ગધેડાને', 'ઝૂડવા']","['Pronoun', 'Verb', 'Determinant', 'Missing', 'Noun', 'Noun', 'Noun', 'Verb', 'Noun', 'Verb', 'Pronoun', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Verb', 'Verb', 'Adjective', 'Adverb', 'Noun', 'Verb', 'Missing', 'Pronoun', 'Determinant', 'Noun', 'Verb', 'Conjunction', 'Verb', 'Noun', 'Verb']"
733,"['બિચારો', 'ગધેડો', 'તો', 'માર', 'ખાઈને', 'અધમૂઓ', 'થઇ', 'ગયો']","['Noun', 'Noun', 'Verb', 'Adjective', 'Verb', 'Noun', 'Adjective', 'Verb']"
734,"['કૂતરો', 'શાંતિથી', 'બેઠા', 'બેઠા', 'આખો', 'તાલ', 'જોઈ', 'રહ્યો']","['Noun', 'Adverb', 'Adjective', 'Adjective', 'Adjective', 'Noun', 'Verb', 'Verb']"
735,"['તે', 'મનમાં', 'ને', 'મનમાં', 'બોલ્યો', '“મૂઢ', 'પ્રાણી']","['Conjunction', 'Noun', 'Pronoun', 'Noun', 'Verb', 'Missing', 'Noun']"
736,"['પોતાનાં', 'કામથી', 'કામ', 'રાખ્યું', 'હોત', 'તો', 'આ', 'કંઈ', 'થયું', 'જ', 'ના', 'હોત', 'ને', '”', 'અગ્નેય', 'આજે', 'બધું', 'જ', 'પૂરું', 'કરી', 'દેવું', 'છે', 'એવું', 'મનમાં', 'નક્કી', 'કરીને', 'જ', 'આવેલો', 'સમસ્યા', 'જડથી', 'ઉખેડી', 'નાખવાની', 'હતી']","['Pronoun', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb', 'Pronoun', 'Pronoun', 'Verb', 'Pronoun', 'Adverb', 'Verb', 'Pronoun', 'Missing', 'Noun', 'Noun', 'Adjective', 'Pronoun', 'Noun', 'Verb', 'Verb', 'Verb', 'Pronoun', 'Noun', 'Adjective', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Adjective', 'Verb', 'Verb', 'Verb']"
737,"['સાગરિકા', 'હતી', 'લેટ', 'લતીફ', 'એટલે', 'તેની', 'રાહ', 'જોવા', 'સિવાય', 'કોઈ', 'ઉપાય', 'જ', 'નહોતો']","['Noun', 'Verb', 'Noun', 'Noun', 'Conjunction', 'Conjunction', 'Noun', 'Verb', 'Preposition', 'Determinant', 'Noun', 'Pronoun', 'Verb']"
738,"['બંને', 'વચ્ચે', 'કંઈ', 'નવું', 'ન', 'હતું']","['Adverb', 'Preposition', 'Pronoun', 'Adjective', 'Adverb', 'Verb']"
739,"['બંને', 'કોલેજમાં', 'બેસ્ટ', 'ફ્રેન્ડ્ઝ', 'હતા', 'પોતાની', 'મરજીથી', 'જ', 'બીજા', 'લોકોને', 'પરણ્યા', 'પણ', 'એકબીજાની', 'એટલી', 'બધી', 'આદત', 'કે', 'એકબીજા', 'વિના', 'જીવન', 'થોડું', 'મુશ્કેલ', 'લાગતું']","['Adverb', 'Noun', 'Noun', 'Noun', 'Verb', 'Adjective', 'Adverb', 'Pronoun', 'Adjective', 'Noun', 'Noun', 'Pronoun', 'Pronoun', 'Adjective', 'Adjective', 'Noun', 'Determinant', 'Pronoun', 'Preposition', 'Noun', 'Adjective', 'Noun', 'Verb']"
740,"['પણ', 'સમય', 'સાથે', 'વ્યસ્તતા', 'અને', 'જવાબદારીમાં', 'એવા', 'તો', 'ગુંથાયા', 'કે', 'વાત', 'પણ', 'કરવાનું', 'શક્ય', 'ન', 'રહ્યું']","['Pronoun', 'Noun', 'Preposition', 'Noun', 'Conjunction', 'Noun', 'Conjunction', 'Verb', 'Verb', 'Determinant', 'Noun', 'Pronoun', 'Verb', 'Noun', 'Adverb', 'Verb']"
741,"['જીવનમાં', 'એક', 'તબક્કા', 'બાદ', 'લગભગ', 'દરેકને', 'જે', 'લાગણીની', 'ખામી', 'વર્તાય', 'છે', 'એ', 'છે', 'સદ્ભાવ']","['Noun', 'Determinant', 'Noun', 'Adverb', 'Adverb', 'Pronoun', 'Pronoun', 'Noun', 'Noun', 'Verb', 'Verb', 'Determinant', 'Verb', 'Noun']"
742,"['પ્રેમનું', 'શ્રેષ્ઠત્તમ', 'સ્વરૂપ', 'સદ્ભાવ', 'છે']","['Conjunction', 'Noun', 'Noun', 'Noun', 'Verb']"
743,"['બસ', 'આ', 'લાગણીની', 'ખોટ', 'વર્તાતા', 'બંને', 'ફરી', 'એકબીજાને', 'સહાય', 'કરવા', 'લાગ્યા', 'કોઈ', 'અનૈતિકતા', 'નહીં', 'બસ', 'એકબીજાની', 'હાજરીની', 'જ', 'હૂંફ']","['Noun', 'Pronoun', 'Noun', 'Adjective', 'Noun', 'Adverb', 'Adverb', 'Pronoun', 'Noun', 'Verb', 'Verb', 'Determinant', 'Noun', 'Interjection', 'Noun', 'Pronoun', 'Noun', 'Pronoun', 'Noun']"
744,"['પણ', 'આપણે', 'ત્યાં', 'દરેક', 'લાગણીઓનાં', 'સંબંધોનાં', 'ત્રાજવા', 'અલગ', 'હોય', 'છે', 'અને', 'તેમાં', 'તોળી', 'તોળીને', 'કોણ', 'કોનું', 'શા', 'માટે', 'એ', 'નક્કી', 'થયા', 'બાદ', 'જ', 'સાચું', 'કે', 'ખોટું', 'એ', 'જજમેન્ટ', 'આપવામાં', 'આવે', 'છે', 'એટલે', 'છેવટે', 'આ', 'આદતવશ', 'કરાતી', 'સહાય', 'આવા', 'ત્રાજવે', 'તોળાયા', 'બાદ', 'અયોગ્ય', 'ઠેરવવામાં', 'આવી', 'અને', 'ઘરનાં', 'બીજા', 'લોકો', 'સાથે', 'સંઘર્ષનું', 'કારણ', 'બનીને', 'જ', 'રહી', 'અગ્નેય', 'હવે', 'પોતાનાં', 'જ', 'લોકો', 'સાથે', 'સતત', 'સંઘર્ષથી', 'હાર્યો', 'હતો']","['Pronoun', 'Pronoun', 'Preposition', 'Adjective', 'Noun', 'Noun', 'Verb', 'Noun', 'Pronoun', 'Verb', 'Conjunction', 'Pronoun', 'Verb', 'Noun', 'Pronoun', 'Noun', 'Adverb', 'Preposition', 'Determinant', 'Adjective', 'Verb', 'Adverb', 'Pronoun', 'Adjective', 'Determinant', 'Adjective', 'Determinant', 'Noun', 'Adverb', 'Verb', 'Verb', 'Conjunction', 'Noun', 'Pronoun', 'Adjective', 'Verb', 'Noun', 'Determinant', 'Verb', 'Verb', 'Adverb', 'Adjective', 'Verb', 'Verb', 'Conjunction', 'Noun', 'Adjective', 'Noun', 'Preposition', 'Noun', 'Noun', 'Verb', 'Pronoun', 'Verb', 'Noun', 'Adverb', 'Pronoun', 'Pronoun', 'Noun', 'Preposition', 'Adjective', 'Noun', 'Verb', 'Verb']"
745,"['એટલે', 'આજે', 'બધું', 'પૂરું', 'કરી', 'દેવા', 'માંગતો', 'હતો']","['Conjunction', 'Noun', 'Adjective', 'Noun', 'Verb', 'Noun', 'Verb', 'Verb']"
746,"['ઘડિયાળમાં', 'સાડા', 'છ', 'વાગી', 'ગયા', 'હતા']","['Noun', 'Adjective', 'Adjective', 'Verb', 'Verb', 'Verb']"
747,"['તેને', 'લાગ્યું', 'કે', 'સાગરિકા', 'હવે', 'નહીં', 'જ', 'આવે']","['Pronoun', 'Verb', 'Determinant', 'Noun', 'Adverb', 'Interjection', 'Pronoun', 'Verb']"
748,"['એટલામાં', 'સામેથી', 'વ્યોમ', 'આવતો', 'દેખાયો']","['Adverb', 'Adverb', 'Noun', 'Verb', 'Verb']"
749,"['અગ્નેયને', 'નવાઈ', 'તો', 'લાગી', 'પણ', 'થોડો', 'વ્યગ્ર', 'પણ', 'થઇ', 'ગયો', 'કે', 'વ્યોમે', 'સાગરિકાને', 'નહીં', 'આવવા', 'દીધી', 'હોય', 'કે', 'શું']","['Noun', 'Noun', 'Verb', 'Verb', 'Pronoun', 'Conjunction', 'Noun', 'Pronoun', 'Adjective', 'Verb', 'Determinant', 'Noun', 'Noun', 'Interjection', 'Verb', 'Verb', 'Pronoun', 'Determinant', 'Pronoun']"
750,"['પતિ', 'છે', 'તો', 'શું', 'પત્નીની', 'સ્વતંત્રતા', 'છીનવી', 'લેશે', 'એ', 'હજુ', 'કંઈ', 'કહે', 'એ', 'પહેલા', 'વ્યોમ', 'આવીને', 'સામેની', 'ખુરશી', 'પર', 'બેસી', 'ગયો', 'વેઈટરને', 'ઇશારાથી', 'બોલાવ્યો', 'અને', 'કહ્યું', '“હું', 'એક', 'કોફી', 'લઈશ', 'તેં', 'કશું', 'ઓર્ડર', 'કર્યું', 'છે', 'કે', 'કોફી', 'ચાલશે', '”', 'અગ્નેય', '“ના', 'કોફી', 'ચાલશે', '”', 'વેઈટર', 'ઓર્ડર', 'લઇ', 'જતો', 'રહ્યો']","['Noun', 'Verb', 'Verb', 'Pronoun', 'Noun', 'Noun', 'Verb', 'Verb', 'Determinant', 'Adverb', 'Pronoun', 'Verb', 'Determinant', 'Adverb', 'Noun', 'Verb', 'Adjective', 'Noun', 'Preposition', 'Verb', 'Verb', 'Noun', 'Noun', 'Verb', 'Conjunction', 'Verb', 'Missing', 'Determinant', 'Noun', 'Verb', 'Pronoun', 'Noun', 'Noun', 'Verb', 'Verb', 'Determinant', 'Noun', 'Verb', 'Missing', 'Noun', 'Missing', 'Noun', 'Verb', 'Missing', 'Noun', 'Noun', 'Adjective', 'Verb', 'Verb']"
751,"['વ્યોમે', 'વાત', 'આગળ', 'વધરતા', 'કહ્યું', '“સોરી', 'યાર', 'તું', 'તો', 'સાગરિકાને', 'મારા', 'કરતા', 'વધારે', 'સમયથી', 'ઓળખે', 'છે', 'એટલે', 'યુ', 'મસ્ટ', 'અન્ડરસ્ટેન્ડ', 'કે', 'એનું', 'કામકાજ', 'કેવું', 'છે', '”', 'અગ્નેયને', 'કશું', 'સમજાયું', 'નહીં']","['Noun', 'Noun', 'Adverb', 'Verb', 'Verb', 'Missing', 'Adverb', 'Verb', 'Verb', 'Noun', 'Pronoun', 'Adverb', 'Adverb', 'Noun', 'Verb', 'Verb', 'Conjunction', 'Verb', 'Noun', 'Noun', 'Determinant', 'Pronoun', 'Noun', 'Pronoun', 'Verb', 'Missing', 'Noun', 'Noun', 'Verb', 'Interjection']"
752,"['વ્યોમે', 'તેનાં', 'ચહેરા', 'પરનાં', 'ભાવ', 'કળતા', 'કહ્યું', '“આપણે', 'બંને', 'એકબીજા', 'સાથે', 'એટલા', 'સહજ', 'ક્યારેય', 'નહોતા', 'અને', 'કદાચ', 'થઇ', 'પણ', 'ન', 'શકીએ', 'પણ', 'આ', 'સાગરિકા', 'જ્યાં', 'સુધી', 'વચ્ચે', 'છે', 'ત્યાં', 'સુધી', 'આપણું', 'એકબીજા', 'સાથે', 'કોઈક', 'કનેક્શન', 'તો', 'રહેવાનું', 'જ', 'આજે', 'તમારી', 'દોસ્તીમાં', 'એક', 'ઈન્ટરવલ', 'ફાઈનલ', 'જ', 'છે', 'એ', 'એવું', 'જાણતી', 'હતી', 'એટલે', 'તેણે', 'જ', 'મને', 'અહીં', 'મોકલ્યો', 'છે', 'એ', 'કહેવા', 'માટે', 'કે', 'આ', 'માત્ર', 'એક', 'ઈન્ટરવલ', 'જ', 'છે', 'ધી', 'એન્ડ', 'નહીં', 'અને', 'તને', 'જયારે', 'પણ', 'જરૂર', 'પડે', 'ત્યારે', 'અમારા', 'ઘરે', 'આવી', 'શકે', 'છે', 'પણ', 'એ', 'પહેલ', 'કરીને', 'સામેથી', 'ક્યારેય', 'તને', 'મળશે', 'નહીં', '”', 'અગ્નેય', 'માટે', 'આ', 'તદ્દન', 'અનપેક્ષિત', 'હતું']","['Noun', 'Pronoun', 'Noun', 'Noun', 'Adjective', 'Noun', 'Verb', 'Missing', 'Adverb', 'Pronoun', 'Preposition', 'Adverb', 'Adjective', 'Adverb', 'Adverb', 'Conjunction', 'Adverb', 'Adjective', 'Pronoun', 'Adverb', 'Verb', 'Pronoun', 'Pronoun', 'Noun', 'Adverb', 'Adverb', 'Preposition', 'Verb', 'Preposition', 'Adverb', 'Pronoun', 'Pronoun', 'Preposition', 'Pronoun', 'Noun', 'Verb', 'Verb', 'Pronoun', 'Noun', 'Pronoun', 'Noun', 'Determinant', 'Noun', 'Noun', 'Pronoun', 'Verb', 'Determinant', 'Pronoun', 'Verb', 'Verb', 'Conjunction', 'Pronoun', 'Pronoun', 'Pronoun', 'Adverb', 'Verb', 'Verb', 'Determinant', 'Verb', 'Preposition', 'Determinant', 'Pronoun', 'Adverb', 'Determinant', 'Noun', 'Pronoun', 'Verb', 'Adverb', 'Conjunction', 'Interjection', 'Conjunction', 'Preposition', 'Conjunction', 'Pronoun', 'Adjective', 'Verb', 'Conjunction', 'Adjective', 'Noun', 'Verb', 'Verb', 'Verb', 'Pronoun', 'Determinant', 'Adverb', 'Verb', 'Adverb', 'Adverb', 'Preposition', 'Verb', 'Interjection', 'Missing', 'Noun', 'Preposition', 'Pronoun', 'Adverb', 'Adjective', 'Verb']"
753,"['વ્યોમે', 'વાત', 'આગળ', 'વધારી', '“તને', 'તો', 'ખબર', 'જ', 'છે', 'કે', 'એ', 'દરેક', 'મામલામાં', 'કેટલી', 'ક્લીયર', 'હોય', 'છે']","['Noun', 'Noun', 'Adverb', 'Verb', 'Missing', 'Verb', 'Noun', 'Pronoun', 'Verb', 'Determinant', 'Determinant', 'Adjective', 'Noun', 'Pronoun', 'Adjective', 'Pronoun', 'Verb']"
754,"['આજે', 'પણ', 'તું', 'તેને', 'માટે', 'કેટલો', 'ખાસ', 'છે', 'અને', 'એ', 'તને', 'છોડી', 'નહીં', 'જ', 'શકે', 'એ', 'બાબતે', 'બહુ', 'ક્લીયર', 'છે', 'અને', 'મને', 'હવે', 'એ', 'સમજાઈ', 'ગયું', 'છે', 'કે', 'તું', 'કદાચ', 'તેને', 'માટે', 'કંઈ', 'ફીલ', 'કરતો', 'હોય', 'તો', 'એ', 'સહજ', 'છે']","['Noun', 'Pronoun', 'Verb', 'Pronoun', 'Preposition', 'Verb', 'Adjective', 'Verb', 'Conjunction', 'Determinant', 'Preposition', 'Adverb', 'Interjection', 'Pronoun', 'Verb', 'Determinant', 'Noun', 'Noun', 'Adjective', 'Verb', 'Conjunction', 'Pronoun', 'Adverb', 'Determinant', 'Verb', 'Verb', 'Verb', 'Determinant', 'Verb', 'Adverb', 'Pronoun', 'Preposition', 'Pronoun', 'Noun', 'Noun', 'Pronoun', 'Verb', 'Determinant', 'Adjective', 'Verb']"
755,"['તમે', 'બંને', 'વર્ષોથી', 'એકબીજાને', 'ઓળખો', 'છો', 'અને', 'સાગરિકા', 'છે', 'જ', 'એવી', 'કે', 'કોઈને', 'પણ', 'ગમી', 'જ', 'જાય']","['Pronoun', 'Adverb', 'Noun', 'Pronoun', 'Verb', 'Verb', 'Conjunction', 'Noun', 'Verb', 'Pronoun', 'Adjective', 'Determinant', 'Pronoun', 'Pronoun', 'Verb', 'Pronoun', 'Verb']"
756,"['એ', 'જયારે', 'કોઈની', 'સાથે', 'હોય', 'ત્યારે', 'સો', 'ટકા', 'તેની', 'જ', 'સાથે', 'હોય', 'છે']","['Determinant', 'Conjunction', 'Pronoun', 'Preposition', 'Pronoun', 'Conjunction', 'Conjunction', 'Noun', 'Conjunction', 'Pronoun', 'Preposition', 'Pronoun', 'Verb']"
757,"['તેની', 'આ', 'પ્રામાણિકતા', 'અને', 'સેલ્ફ્લેસ', 'થઇ', 'જવાની', 'કળા', 'આપણા', 'સૌને', 'માટે', 'તેને', 'ચાહવાનું', 'કારણ', 'છે', 'એ', 'હું', 'જાણી', 'ગયો', 'છું']","['Conjunction', 'Pronoun', 'Noun', 'Conjunction', 'Noun', 'Adjective', 'Noun', 'Adjective', 'Pronoun', 'Preposition', 'Preposition', 'Pronoun', 'Verb', 'Noun', 'Verb', 'Determinant', 'Pronoun', 'Verb', 'Verb', 'Verb']"
758,"['બાકી', 'એક', 'નંબરની', 'રોકડું', 'પરખાવનારી', 'છે', 'મારી', 'વાઈફ', 'એટલે', 'તને', 'કે', 'મને', 'જે', 'હશે', 'એ', 'મોઢે', 'જ', 'કહેશે', 'તો', 'આગળની', 'બહુ', 'ચિંતા', 'ન', 'કરીને', 'આપણે', 'આ', 'સ્ટેન્ડ', 'બાય', 'મોડ', 'ચાલુ', 'રાખીએ', 'તો', 'કેવું']","['Noun', 'Determinant', 'Noun', 'Noun', 'Noun', 'Verb', 'Verb', 'Noun', 'Conjunction', 'Preposition', 'Determinant', 'Pronoun', 'Pronoun', 'Verb', 'Determinant', 'Verb', 'Pronoun', 'Verb', 'Verb', 'Adjective', 'Noun', 'Noun', 'Adverb', 'Verb', 'Pronoun', 'Pronoun', 'Noun', 'Pronoun', 'Noun', 'Adjective', 'Verb', 'Verb', 'Pronoun']"
759,"['કંઈ', 'સપોર્ટની', 'જરૂર', 'પડે', 'ત્યારે', 'કહેજે', 'હવે', 'અમે', 'બંને', 'છીએ', 'તારી', 'સાથે', 'બાકી', 'તું', 'તારે', 'ત્યાં', 'બધું', 'સેટલ', 'કર', 'એટલું', 'બધું', 'સોર્ટ', 'આઉટ', 'થઇ', 'જશે', '”', 'અગ્નેય', 'તો', 'અંદરથી', 'હળવો', 'થઇ', 'ગયો']","['Pronoun', 'Noun', 'Adjective', 'Verb', 'Conjunction', 'Verb', 'Adverb', 'Pronoun', 'Adverb', 'Verb', 'Noun', 'Preposition', 'Noun', 'Verb', 'Adverb', 'Preposition', 'Adjective', 'Noun', 'Verb', 'Adjective', 'Adjective', 'Noun', 'Noun', 'Adjective', 'Verb', 'Missing', 'Noun', 'Verb', 'Adjective', 'Adjective', 'Adjective', 'Verb']"
760,"['બંને', 'કોફી', 'પૂરી', 'કરી', 'અને', 'છુટ્ટા', 'પડ્યા']","['Adverb', 'Noun', 'Noun', 'Verb', 'Conjunction', 'Adjective', 'Verb']"
761,"['ઘરે', 'જતી', 'વખતે', 'ગાડીમાં', 'આજે', 'ઘણાં', 'સમયે', 'એફએમ', 'રેડિયો', 'ચાલુ', 'કર્યો']","['Noun', 'Verb', 'Noun', 'Noun', 'Noun', 'Adjective', 'Adverb', 'Noun', 'Noun', 'Adjective', 'Verb']"
762,"['રેડિયોમાં', 'આવતું', 'ગાયન', 'અગ્નેય', 'અને', 'વ્યોમ', 'બંને', 'માટે', 'એક', 'સરખી', 'રીતે', 'સાચું', 'હતું', '“લી', 'કમલી', 'પાસો', 'આઈ', 'જ્યો', 'આ', 'મફતિયો', '”', 'લારીમાંથી', 'એક', 'ટમેટું', 'ઉઠાવતા', 'મંજુ', 'બોલી', 'કમલીએ', 'નજીકમાં', 'મંડરાતા', 'મનોજ', 'તરફ', 'એક', 'ધારદાર', 'નજર', 'ફેંકી']","['Noun', 'Verb', 'Noun', 'Noun', 'Conjunction', 'Noun', 'Adverb', 'Preposition', 'Determinant', 'Adjective', 'Adverb', 'Adjective', 'Verb', 'Missing', 'Noun', 'Noun', 'Particle', 'Adjective', 'Pronoun', 'Adjective', 'Missing', 'Noun', 'Determinant', 'Noun', 'Verb', 'Noun', 'Verb', 'Noun', 'Adjective', 'Adjective', 'Noun', 'Noun', 'Determinant', 'Noun', 'Adverb', 'Verb']"
763,"['પેલો', 'કંઈ', 'કહે', 'એ', 'પહેલા', 'કમલીએ', 'જોરથી', 'તેને', 'બોલાવ્યો']","['Adjective', 'Pronoun', 'Verb', 'Determinant', 'Adverb', 'Noun', 'Adverb', 'Pronoun', 'Verb']"
764,"['“શ્હું', 'સ', 'લ્યા', 'કીમ', 'ફરી', 'આમનો', 'આયો']","['Missing', 'Conjunction', 'Verb', 'Noun', 'Adverb', 'Noun', 'Noun']"
765,"['તન', 'ના', 'ન્હોતી', 'પાડી', '”', 'મનોજ', 'મીઠું', 'હસી', 'પાસે', 'આવવાને', 'બદલે', 'ત્યાંથી', 'બીજી', 'જ', 'દિશામાં', 'ચાલી', 'ગયો']","['Preposition', 'Adverb', 'Verb', 'Verb', 'Missing', 'Noun', 'Adjective', 'Noun', 'Adverb', 'Verb', 'Adverb', 'Preposition', 'Adjective', 'Pronoun', 'Noun', 'Number', 'Verb']"
766,"['મનોજ', 'રોજ', 'આવીને', 'કંઈ', 'બોલ્યા', 'વિના', 'આમ', 'જ', 'કમલીને', 'જોઇને', 'ચાલ્યો', 'જાય', 'એ', 'એનો', 'નિત્યક્રમ', 'હતો']","['Noun', 'Noun', 'Verb', 'Pronoun', 'Verb', 'Preposition', 'Noun', 'Pronoun', 'Noun', 'Conjunction', 'Verb', 'Verb', 'Determinant', 'Adjective', 'Noun', 'Verb']"
767,"['“તન', 'શ્હું', 'લાગે', 'સ', 'મંજુડીઆ', 'મનોજીયાને', 'મારું', 'કંઈ', 'કામ', 'હસ', 'કે', 'ઈમ', 'જ', 'ઓંટા', 'દે', 'સે']","['Missing', 'Noun', 'Verb', 'Conjunction', 'Noun', 'Noun', 'Pronoun', 'Pronoun', 'Adjective', 'Verb', 'Determinant', 'Noun', 'Pronoun', 'Noun', 'Noun', 'Verb']"
768,"['મેં', 'શ્હું', 'કરે', 'ઈને', 'જ', 'સિદ્ધુ', 'પુસી', 'લેવહ']","['Noun', 'Noun', 'Verb', 'Postposition', 'Pronoun', 'Noun', 'Noun', 'Verb']"
769,"['કંઈ', 'હમઝાતું', 'નહીં', '”', 'એક', 'સાંજે', 'ઘરે', 'જતી', 'વખતે', 'રસ્તામાં', 'થોડી', 'ચિંતિત', 'કમલીએ', 'મંજુને', 'કહ્યું']","['Pronoun', 'Noun', 'Interjection', 'Missing', 'Determinant', 'Adverb', 'Noun', 'Verb', 'Noun', 'Noun', 'Adjective', 'Adjective', 'Noun', 'Noun', 'Verb']"
770,"['મંજુએ', 'આ', 'વાત', 'તેના', 'ભાઈ', 'રામને', 'કહી']","['Noun', 'Pronoun', 'Noun', 'Pronoun', 'Noun', 'Noun', 'Verb']"
771,"['હમણાં', 'થોડા', 'દિવસો', 'થયે', 'મનોજ', 'દેખાતો', 'ન', 'હતો']","['Adverb', 'Adjective', 'Noun', 'Verb', 'Noun', 'Verb', 'Adverb', 'Verb']"
